SITEID,Name,Description,AWRC,StateID
PAMANOC,Lake Pamamaroo excluding Copi Hollow,,,4.0
PAMOUT,Lake Pamamaroo Outlet Regulator ~PAMAM10,,425042,2.0
PARINGA,Paringa,Paringa - Riverland Region,,
PARKSTP,Parkes STP,,,2.0
PRNPTUS,Coorong at Parnka Point,Coorong at Parnka Point,A4260633,5.0
PARNAKA,Coorong at Parnka Point,Coorong at Parnka Point,A4260633,5.0
PARONSW,Paroo River in NSW,,,1.0
PAROO,Paroo River System,Paroo River System,,1.0
PARSTP,Paringa STP,,,5.0
PASKEVL,Paskevelle Met Stn,Paskevelle Meteorological Stn,22012,5.0
PATTERS,Mullaroo Creek at Patterson Camp,Near mouth,414214,4.0
PCCKUCC,Pipeclay Creek 175m upstream Chowilla Confluence,Chowilla System - South Australia,A4260578,
PCKGFFP,Punkah Creek @ Gum Flat Flood Plain Chowilla,Chowilla System - South Australia,A4261160,
PCKSBCL,Punkah Creek at Sheep Bridge Chowilla (Land site),Chowilla System - South Australia,,5.0
PCLAYDS,Pipeclay Regulator D/S @ Chowilla,Chowilla System - South Australia,,
PCLAYUS,Pipeclay Regulator U/S @ Chowilla,Chowilla System - South Australia,,
PEECHEL,Ovens River - Peechelba East,,403241,4.0
PEECMET,Peechelba Est (was 081039),,82127,4.0
PEEL,Pell River Valley NSW,,,2.0
PELIMET,Pelican point met data,Pelican Point AWS,A4260603,2.0
PENELCO,Penelco Channel Anabranch to Darling,,,
PENTAL,RIVER MURRAY - PENTAL ISLAND,,409214A,4.0
PERRESC,Perricoota Escape,Perricoota Escape,,2.0
PERRICO,PERRICOOTA PUMPS,,,
PIANGIL,RIVER MURRAY - PIANGIL,,409213,4.0
PIANTA,Murray River at Pianta Road,Murray River D/S Campaspe Rv at Pianta Road,409222A,4.0
PIAROSS,Pian Creek @ Rossmore,Pian Creek @ Rossmore,419064,2.0
PICNIC,River Murray - Picnic Point (Gulpa),MURRAY RIVER - GULPA,409006,4.0
PICNICG,Pike River at Picnic Grounds U/S Murray,,426645,5.0
PIDFPWO,Pental Island diverters when Fish Point Weir Open,Pental Island diverters when Fish Point Weir Open,,4.0
PIKECOL,Pike River upstream Col Col Bank,Pike River upstream Col Col Bank,A4261053,5.0
PIKECOO,Pike River upstream Coombs Bridge,Pike River upstream Coombs Bridge,A4261055,5.0
PIKEUS,River Murray upstream Pike River Outlet,River Murray upstream Pike River Outlet,A4261023,5.0
PIN@OUT,Pinlea Drain at Outfall,Pinlea Drain at Outfall - Tuppal Creek,40910011,2.0
PINCRDS,Pinch Gut D/S,Millewa monitoring site,,
PINCREG,Pinch Gut River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
PINDARI,Pindari Reservoir - Severn River,,,2.0
PINDOF,Pinelea Drain (TCPL),,,2.0
PINEGRO,Tooma River at Pinegrove,,401014,4.0
PINELAK,Pine Lake - Wimmera Mallee,,,4.0
PIPCULV,Pipe Culverts River Regulator,River Regulator settings - Murray River - Barmah forest - VIC National Parks,,4.0
PIPMFPC,Pental Island Pumps when FPW Closed,When Fish point Weir Closed,,
PIPUMPS,PENTAL ISLAND IRRIGATION PUMPS,,,4.0
PIRRMET,Pirramimma - BOM station,,23876,5.0
PLANREG,Plantation River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
PLANTCA,Plantation Causeway,Millewa monitoring site,,
PMCLEAY,L. Alex 3km west Point Mcleay,,A4261156,5.0
POLTALL,Lake Alexandrina at Poltalloch Plains,,4260575,5.0
POLTALL,Lake Alexandrina at Poltalloch Plains,,A4260575,5.0
POMPNT,Lake Alexandrina 4km west Pomanda Point,,A4261158,5.0
POMPOOL,Pompoota,Pompoota - Mallee Region,,5.0
POMPPON,Pompoota Pontoon,,A4261127,5.0
POOMAH,POOMAH,Lake Poomah in the Poon Boon system,,2.0
POONBO,POONBO,Lake Poon Boon in the Poon Boon system,,2.0
POONCAR,Darling River at Pooncarie,,425005,2.0
PORKEYS,Porkeys,Millewa monitoring site,,
PORSTP,Portland WTP,,,2.0
PORTEDS,Porters D/S,Millewa monitoring site,,
PORTERS,Porters River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
POSILO,Lake Poon Boon SILO data,Data Drill for Lake Poon Boon,,2.0
POSSUMP,Tooma River - Possum Point,,401005,2.0
POTSRDS,Potts Regulator D/S,Millewa monitoring site,,
POTSREG,Potts River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
PP1BASE,BASEBY PASTORAL CO. PRI DRAINGE PUMP,,,
PP1BAUL,BAULDERSTONE PAST. CO. PRIV DRAIN PUMP,,,
PP1BURB,BN BURBRIDGE PRIVATE DRAINAGE PUMP,,,
PP1GLED,GLEN LOSSIE (R DEIONNIO) PRIV DRAIN PUMP,,,
PP1GLEW,GLEN LOSSIE (R WATSON) PRIV DRAIN PUMP,,,
PP1KILS,KILSBY SWAMP PRIVATE DRAINAGE PUMP,,,
PP1LONG,LONG ISLAND I.B. PRIVATE DRAINAGE PUMP,,,
PP1NEET,NEETA (TJ KENNY) PRIVATE DRAINAGE PUMP,,,
PP1RVGN,RIVER GLEN I.B. PRIVATE DRAINAGE PUMP,,,
PP1SELL,PO & SL SELLICK PRIVATE DRAINAGE PUMP,,,
PP1SWAN,Swanport I.A. private drainage pump,,,
PP1THIL,GR & JD THIELE PRIVATE DRAINAGE PUMP,,,
PP1TOOR,TOORA I.B. (PUMP 1) PRIVATE DRAIN PUMP 1,,,
PP1WDPT,WOODS POINT I.A. (PUMP 1) DRAINAGE PUMP,,,
PP1WELI,WELLINGTON PAST. CO. PRIV DRAIN PUMP,,,
PP1WEST,WEST BROOK PAST. CO. PRIV DRAINAGE PUMP,,,
PP1YIDD,YIDDINGA (MJ ASHBY) PRIV DRAINAGE PUMP,,,
PP1YIDN,YIDDINGA NORTH (BJ ATTRIL) DRAINAGE PUMP,,,
PP1YIDS,YIDDINGA SOUTH (BJ ATTRIL) DRAINAGE PUMP,,,
PP2TOOR,TOORA I.B. (PUMP 2) PRIVATE DRAIN PUMP 2,,,
PP2WDPT,WOODS POINT I.A. (PUMP 2) DRAINAGE PUMP,,,
PRESMAK,ESTIMATED FLOW - KHANCOBAN NO SMA,,,2.0
PSBHSTP,Picton St Broken Hill WTP,,,2.0
PSYCHEB,River Murray at Psyche Bend,,,4.0
PTPULLN,Goolwa Channel at Port Pullen,,A4261037,5.0
PTWSTP,Pittsworth STP,,,1.0
PUDDLET,Puddletown Outfall at Berri Evaporation Basin,Puddletown Outfall at Berri Evaporation Basin,A4260699,5.0
PUNKSCA,Punkah Creek at Scab Inspectors House Chowilla,Chowilla System - South Australia,A4260595,5.0
PUNKSHB,Punkah Creek at Sheep Bridge Chowilla (Pontoon),Chowilla System - South Australia,A4260580,5.0
PUNTPAD,Punt Paddock Lagoon River Regulator,River Regulator settings - Murray River - Barmah forest - VIC National Parks,,4.0
PYAP,Pyap Lagoon (SA),Pyap Lagoon (SA),,5.0
PYR1HS,Pyramid No. 1 Drain at Hirds Swamp,Pyramid No. 1 Drain at Hirds Swamp,407732,4.0
PYR2UPC,Pyramid No. 2 Drain U/S Pyramid Creek,Pyramid No. 2 Drain U/S Pyramid Creek,407735,4.0
PYRAMET,Pyramid Hill Met Station,,80102,4.0
QBORDMN,Mungindi Section - Border Rivers System,,,
QLDNSW,Queensland - Water Trading with NSW,Queensland - Water Trading with NSW,,4.0
QSTP,Queanbeyan S.T.P.,Queanbeyan S.T.P.,,3.0
QUAMBIE,Quambies Road,Millewa monitoring site,,
QUATQUA,RIVER MURRAY - QUAT QUATTA,,,4.0
QUATREG,Quat Quatta River Regulator,River Regulator settings - Murray River -Murray Valley NP (Quatt Quatta precinct),,2.0
QUEAMET,Queanbeyan Meteo Station,,70072,3.0
QUEENS,Total Queensland Diversion in MDB,,,4.0
QUISTP,Quirindi STP,,,2.0
QWPCC,Queanbeyan Water Pollution Control Centre,,,3.0
R12CES,Rochester No 12 Channel,,,4.0
R14CES,Rochester No 1/14 Channel,,,4.0
RALRAL,Ral-Ral,Ral-Ral - Government Irrigation,,
RALRUSM,Ral Ral Crek upstream River Murray,Ral Ral Crek upstream River Murray,RRP00620,5.0
RAMCDRN,Ramco Lagoon Drain,,,5.0
RAMCLAG,Ramco Lagoon,,,5.0
RAMCOUT,Ramco Lagoon Outlet,,,5.0
RANABRA,Wentworth to SA Reach Storage (ML),Wentworth to SA Reach Storage (ML),,2.0
RBKWNTH,Redbank North �Regulator,,,
RBKWRTS,Redbam weir return,Redbam weir return,,
RBKWSTH,plus Redbank South Regulator,,,
RCD10OF,RED CLIFFS DRAIN NO. 10,RED CLIFFS DRAIN NO. 10 U/S OUTFALL TO BASIN 12,414705,4.0
RCD1BRD,RED CLIFFS DRAIN NO. 1 @ BLOUNTS RD,RED CLIFFS DRAIN NO. 1 @ BLOUNTS RD (BARNET ROAD),414703,4.0
RCD3WOR,Red Cliffs No 3 and 4 �Drain at Woorlang,Red Cliffs No 3 and 4 �Drain at Woorlang,414712,4.0
RCD5WOM,RED CLIFFS DRAIN NO. 5 @ WOMERA AVENUE,RED CLIFFS DRAIN NO. 5 @ WOMERA AVENUE,414704,4.0
RCD7OF,RED CLIFFS DRAIN NO. 7,RED CLIFFS DRAIN NO. 7 @ U/S OUTFALL TO BASIN 12,414713,4.0
RCD8STE,RED CLIFFS DRAIN NO. 8 @ STEWARTS ROAD,RED CLIFFS DRAIN NO. 8 @ STEWARTS ROAD,414714,4.0
RCDPBL,RED CLIFFS DRAIN @ CONNECT. BASIN 12,RED CLIFFS DRAIN @ CONNECT. BASIN 12 TO PSYCHE BEND LAGOON,414715,4.0
REBDRDS,Reed Bed Creek Regulator D/S,Millewa monitoring site,,
REBEDCK,Reed Bed Creek River Regulator,River Regulator settings - Edward River - NSW National Parks,,2.0
REDBANK,MURRUMBIDGEE RIVER D/S REDBANK WEIR,,410041,4.0
REDBNUS,MURRUMBIDGEE RIVER U/S OF REDBANK WEIR,,41010966,4.0
REDCLF2,River Murray at Redcliffs,New pontoon sample site,41310025,4.0
REDCLIF,River Murray at Redcliffs,,414204,4.0
REDCMET,Red Cliffs Post Office Met Station,Red Cliffs Post Office Meteorological Station,76052,4.0
REDCPON,Murray River at Redcliffs - pontoon,Murray River at Redcliffs - pontoon,41310025,4.0
REDCPUM,REDCLIFFS PUMPED DIVERSION,,,4.0
REDESD,Campaspe River@Redesdale,,406213,4.0
REDLRDS,Reedy Lagoon regulator D/S (forest side),Gunbower Forest - VIC National Parks,,
REDYLAG,Reedy Lagoon River Regulator,Gunbower Forest - VIC National Parks,407339A,4.0
REEDYCK,REEDY CREEK - WANGARATTA NORTH,,403209,4.0
REEDYSP,Reedy Creek South Palmer,,A4261069,5.0
REN2MET,Renmark Irrigation Met Stn,Located at Renmark Irrigation Trust Office,24003,5.0
RENMARK,River Murray at Renmark,,4260628,5.0
RENMET,Renmark PO Meteorological Station,Renmark Post Office,24016,5.0
RENMIRR,Renmark Irrigation Trust,,,
RENMMET,Renmark Aero Met Station,,24048,5.0
RENMOTG,River Murray at Renmark Town Gauge (AMTD 567.4km),,A4260900,5.0
RENMWTP,Renmark Water Treatment Plant,,,
REPACO,"Renmark, Paringa and Cooltong","Renmark, Paringa and Cooltong",,
RETNREG,Return Channel River Regulator U/S Forest Side,New South Wales Regulators - Koondrook-Perricoota Forest,,2.0
RGLDOF,River Glen,,,5.0
RHUMYAR,Reach Hume - Yarrawonga,Reach Hume - Yarrawonga for accounts,,
RICESWR,Broken Creek at Rices Weir,SAMPLE AT GAUGING STATION,404210D,4.0
RICHLOC,Richardson's Lagoon Outlet Creek,Richardson's Lagoon Outlet Creek,406757,4.0
RILLI,Rilli Reservoir,,A4260642,5.0
RISDOF,Risbey's Outfall - Risbey's Main Deep Drain & Bran,,,2.0
RIVERGO,MURRAY RIVER - RIVERGOLD,,,
RIVERLD,Riverland System - Sth Australia,Riverland System - South Australia,,
RLOTEDO,Richardsons Lagoon Outlet @ Torrumbarry Estate,,,4.0
RMBOOKP,R Murray at Bookpurnong Bank-Tree Watering (AMTD 5,R Murray at Bookpurnong Bank-Tree Watering (AMTD 511km),A4261083,5.0
RMDWELS,Rodney Main Drain at Wells Ck,Rodney Main Drain at Wells Ck,405720,4.0
RMIFHUM,RMIF Account in Hume,River Murray Increased Flows in Hume,,
RMIFSNW,RMIF Account in Snowy Scheme,River Murray Increased Flows,,
RMKSTP,Renmark STP,,,5.0
ROB1DRN,ROBINVALE DRAINAGE OUTFALL NO. 1,,,4.0
ROB2DRN,ROBINVALE DRAINAGE OUTFALL NO. 2,,,4.0
ROB3DRN,ROBINVALE DRAINAGE OUTFALL NO. 3,,,4.0
ROB4DRN,ROBINVALE DRAINAGE OUTFALL NO. 4,Outfall @ Pethard Road,414716,4.0
ROB5DRN,ROBINVALE DRAINAGE OUTFALL NO. 5,,,4.0
ROB6DRN,ROBINVALE DRAINAGE OUTFALL NO. 6,Robinvale no. 6 system outfall @ Malaya Road,414717,4.0
ROBIMET,Robinvale Met Station,Robinvale Met Station,76053,4.0
ROBVALE,River Murray at Robinvale,,,4.0
ROBVPUM,ROBINVALE IRRIGATION PUMPS,,,4.0
ROC2ECH,Campaspe Reach from Rochester to Echuca,,,4.0
ROC3ADO,Millewa Ck (Rochester Drain 3A),,,4.0
ROC3DOF,Rochester Drain 3,,,4.0
ROC4DOF,Rochester Drain 4,,,4.0
ROC5DOF,Rochester Drain 5,,,4.0
ROCHEST,Campaspe River - Rochester,SAMPLE AT GAUGING STATION,406202,4.0
ROCHMET,Rochester (Goulburn Murray),,80049,4.0
ROCKYPT,Ovens River - Rocky Point,,403230,4.0
ROCKYVA,Rocky Valley Reservoir - Kiewa River,,,4.0
ROESCCK,Roaches Escape to Cudgel Ck (ROCUDG),,,2.0
ROMASTP,Roma STP,,,1.0
ROSSLAG,Ross Lagoon,,,5.0
RPPTSWR,Reach Picnic Point - Stevens Weir,Reach Picnic Point - Stevens Weir for Accounts,,
RRMOUTH,RUFUS RIVER U/S MURRAY JUNCTION,,4260641,5.0
RSWRKYL,Reach Stevens Weir - Kyalite,Reach Stevens Weir - Kyalite,,
RTORWJ,Reach Torrumbarry - Wakool Junction,Reach Torrumbarry - Wakool Junction for accounts,,
RUBICON,RUBICON RIVER - RUBICON,,,4.0
RUF2SA,Rufus River to SA Border,Downstream of GS426200,,5.0
RUFMEAN,Rufus River at Meandorloop Outlet,Rufus River at Meandorloop Outlet,A4261059,5.0
RUFUSFH,Rufus River downstream Fishermans Hut,Rufus River downstream Fishermans Hut,A4261051,5.0
RUFUSIS,Rufus River Salt Interception Scheme,Salt inflow from reach currently controlled by salt,,5.0
RUFUSMD,Rufus River at Mid Reach,Rufus River at Mid Reach,A4260701,5.0
RUFUSR,River Murray D/S Rufus River Junction,SAMPLE AT GAUGING STATION,426200,5.0
RUMPAGU,Pike River Lettons D/S Rumpagunyah Creek,,426644,5.0
RUSHONE,Rushy Swamp 1,Millewa monitoring site,,
RUSHTWO,Rushy Swamp 2,Millewa monitoring site,,
RW32BTD,Reach Weir 32 to Burtundy,Reach Weir 32 to Burtundy for accounts,,4.0
RWJWW,Reach Wakool Junction - Wentworth,Reach Wakool Junction - Wentworth for accounts,,
RWWSAB,Reach Wentworth - South Australin Border,Reach Wentworth - South Australin Border for accounts,,5.0
RYARTOR,Reach Yarrawonga to Torrumbarry,Reach Yarrawonga to Torrumbarry for accounts,,
RYLSTP,Rylstone STP,,,2.0
SACEWH,South Australia - Commonwealth Environmental Water,South Australia - Commonwealth Environmental Water Holder,,5.0
SACOUNT,South Australian Country Towns,River Murray Country Towns Water Supplies - South Australia,,5.0
SACTMAL,SA Country Towns - Mallee -Not Morg TB-K,D/S Lock 2 - Excludes Morgan Tailem Bd & Metro Ad,,
SACTRIV,SA Country Towns - Riverland,Lock 2 to SA Border,,
SADILUT,South Australian Dilution Entitlement,58 GL per month,,5.0
SAENT,South Australias Entitlement Flow,,,5.0
SAENVIR,SA Environmental Entitlement,,,5.0
SAEVSAV,South Australia - Evaporative Savings,South Australia - Evaporative Savings,,5.0
SAFLOW,Flow to South Australia,D/S RUFUS FLOW (426200) WHEN GH > 5.8 M (26881 ML/D) OR THE,,5.0
SAIRRIG,Total Non Swamp Irrigation - Sth Aust,Total Non Swamp Irrigation - Sth Aust,,5.0
SAIRRSW,South Australian Non Urban Diversion,,,5.0
SALTBOR,Salt Creek at SA/NSW Border Chowilla,Chowilla System - South Australia,A4261027,5.0
SALTCK,Salt Creek Cau Bridge (SA),Salt Creek Cau Bridge (SA),,5.0
SALT-CK,SALT CK NEAR COORONG,SALT CK NEAR COORONG,,5.0
SANDSPK,Sandspit Creek River Regulator,River Regulator settings - Murray River - Barmah forest - VIC National Parks,,4.0
SANSW,Sth Australia - Water Trading with NSW,Sth Australia - Water Trading with NSW,,
SANSWLD,SA - Water Trading with NSW Low. Darling,SA - Water Trading with NSW Low. Darling,,5.0
SANSWMB,SA - Water Trading with NSW M'bidgee R,SA - Water Trading with NSW Murrumbidgee River,,
SANSWMR,SA - Water Trading with NSW Murray River,SA - Water Trading with NSW Murray River,,
SAOTHER,Other South Australia Trade and Env in MDB,Other South Australia Trade and Environment Site in MDB,,
SAPCREK,Sapling Creek River Regulator,River Regulator settings - Murray River - Barmah forest - VIC National Parks,,4.0
SAREEDW,Reedy Creek us waterfall (near Reedy Creek Swamp),Reedy Creek us waterfall (near Reedy Creek Swamp),A4261172,5.0
SAREEDY,Reedy Creek,Reedy Creek,A4261026,5.0
SASURP,Surplus flow to SA,Surplus flow to SA,,5.0
SASWAMP,Reclaimed Swamp Irrigation - Sth Aust.,Reclaimed Swamp Irrigation - Sth Aust.,,5.0
SATLM,South Australian - Total living Murray Water,South Australian - Total living Murray Water,,5.0
SAUNDCK,Saunders,,,
SAUNDSG,Saunders Creek downstream Gorge,Saunders Creek downstream Gorge,A4261100,5.0
SAUNGOR,Saunders Creek at Saunders Gorge,,A4261028,5.0
SAUNLEN,Saunders Creek at Lenger Reserve,Saunders Creek at Lenger Reserve,A4261029,5.0
SAVIC,Sth Australia - Water Trading with Vic.,Sth Australia - Water Trading with Vic.,,
SAVICMR,SA - Water Trading with VIC Murray River,SA - Water Trading with VIC Murray River,,
SCLFD,Scrubby lane floodway,,,2.0
SDRTRES,Drought Reserve Held in Snowy,The drought reserve (max 225 GL) held in the Snowy Scheme,,
SELECT,Selected Govt. Irrigation Diversions,Selected Government Irrigation Diversions,,
SEVENMC,SEVEN MONTHS CREEK AT E32 SITE,SEVEN MONTHS CREEK AT E32 SITE,407292,4.0
SEYMOUR,Goulburn River at Seymout,,405202,4.0
SGREG,Snowy Geehi Regulating Gate,Snowy Geehi Regulating Gate,,4.0
SH2DOF,Swan Hill Drain 2 (GMW NVIRP Map),,,4.0
SH3DOF,Swan Hill Drain 3 (GMW NVIRP Map),,,4.0
SH4DOF,Swan Hill Drain 4 (GMW NVIRP Map),,,4.0
SH5DOF,Swan Hill Drain 5 (GMW NVIRP Map),,,4.0
SHANTY,RIVER MURRAY - SHANTY,,409038,4.0
SHEEPCK,Sheepwash Creek Spillway,The flow from Kerang Weir pool into sheepwash Creek.,407251A,4.0
,,Is calculated from weir pool height in floods.,,
SHELLAN,Gunbower Creek @ Shellys Lane,Gunbower Forest - VIC National Parks,,4.0
SHEPMET,Shepparton Airport Met Station,Shepparton Airport Met Station,81125,4.0
SHEPP03,Shepparton Drain 3,,,4.0
SHEPP04,Shepparton Drain 4,,,4.0
SHEPP11,Shepparton Drain 11,Shepparton Drain 11,405757,4.0
SHEPP12,Shepparton Drain 12 U/S Goulburn Valley Highway,Shepparton Drain 12,405758,4.0
SHEPPAR,Goulburn River - Shepparton,,405204C,4.0
SHILREG,Shillinglaws River Regulator,Gunbower Forest - VIC National Parks,,4.0
SHPSTP,Shepparton STP,,,4.0
SHREGDS,Shillinglaws D/S (river side),Gunbower Forest - VIC National Parks,,
SITEID,SITE_NAME,SITE_DESCRIPTION,AWRC,
SLANEYS,Slaneys Creek 150m upstream Chowilla Confluence,Chowilla System - South Australia,A4260579,5.0
SLANYDS,Slaneys Regulator D/S @ Chowilla,Chowilla System - South Australia,,
SLANYUS,Slaneys Regulator U/S @ Chowilla,Chowilla System - South Australia,,
SMCDIV,Stuart Murray Canal (SMC),,,4.0
SNAKEIS,Snake Island River Regulator,River Regulator settings - Murray River -Murray Valley NP (Quatt Quatta precinct),,2.0
SNOWMUR,Murray Component of Snowy storage,Murray Component of Snowy storage = JINDABY + EUCMUR,,
SNOWRIV,Snowy River Accounts for Snowy Scheme,,,2.0
SNOWSCH,Snowy Scheme,,,
SNOWTUM,Snowy-Tumut Hydro Development,,,
SNOWYDV,Transfer From Snowy to Murray Catchment,THIS IS NOT A NET DIVERSION,,
,,"axd-09/01/2017- changed SiteName- ""Diversion"" -> 'Transfer'",,
SNOWYMY,Net Transfer from Snowy System to Murray,,,2.0
SNOWYTR,Net NSW transfer through Snowy,Positive when extra NSW water is supplied,,
SNW2GEE,Net Transfer from Snowy Scheme to Geehi,Eucumbene to Geehi + Island Bend to Geehi +,,
SPACNSW,Speciall accounting for NSW,Values are the cumulative totals to the end of the month,,2.0
SPACVIC,Special accounting Victoria,Values are the cumulative value for the end of the month,,4.0
SPECACC,Special Accounting Index,,,
SPLITRK,Split Rock Dam - Manilla River,,,2.0
SRSTOCK,Swan Reach - Stockwell Pipeline,Swan Reach - Stockwell Pipeline - Mallee Region,,
SRWNET,Net Sunraysia Rural Water,#NAME?,,4.0
STEVSWR,EDWARD RIVER D/S STEVENS WEIR,,409023,4.0
STEVWUS,EDWARD RIVER U/S STEVENS WEIR,,409101,4.0
STEWKIT,Stewarts Kitchen �River Regulator,River Regulator settings - Murray River - Barmah forest - VIC National Parks,,4.0
STGEORG,Balonne River at St George,,,1.0
STGSTP,St George STP,,,1.0
STHAUST,Total South Australia Diversion in MDB,Total South Australia Diversion in MDB,,5.0
STHSTP,Stanthorpe STP,,,1.0
STONEYX,WAKOOL RIVER - STONEY CROSSING,,409013,2.0
STONMET,STONEY CROSSING MET STATION,,75164,4.0
STRATHA,Strathallen Drain - SIR catchment,SIRSA Drain Ungauged,,
STROMLO,STROMLO WATER TREATMENT PLANT,,,3.0
SUGARLO,Sugarloaf Crossing (SA),Sugarloaf Crossing (SA),,5.0
SUNLAND,River Murray at Sunlands,River Murray at Sunlands - Level and Salinity,4260594,5.0
SWANAIR,Swan Hill Airport Met Stn,"Swan Hill Aerodrome Meteorological station - see also SWANMET,",77094,4.0
SWANDS,Swan Lagoon Downstream Regulator U/S River Side,New South Wales Regulators - Koondrook-Perricoota Forest,,2.0
SWANHIL,River Murray - D/S Swan Hill,Sample 2.KMS D/S of Gauging Station 409204,409204C,4.0
SWANMET,Swan Hill Post Office Met Station,This station closed December 1996. Swan Hill observations,77042,4.0
SWANPM,River Murray D/S Swan Hill Pumps,,,4.0
SWANUS,Swan Lagoon Upstream Regulator U/S River Side,New South Wales Regulators - Koondrook-Perricoota Forest,,2.0
SWH2EUS,Swan Hill to Euston Reach,,,
SWH2MET,SWAN HILL (MURRAY DOWNS) MET STATION,,75048,4.0
SWH3MET,Swan Hill State Rivers Water Supply Stn,Station Closed - December 1982,77084,4.0
SWHHEAD,Diversions from Swan Hill Headworks,From old RMC-MDBC Annual Reports,,
SWHPUMP,SWAN HILL PUMPED DIVERSION,,,4.0
SWHWOOR,Aggregates SWHPUMP and WOORPUM,Total of Swan Hill Pumps and Woorinen Pumps (required for Source Model),,4.0
SWIFTDS,Swifts D/S,Millewa monitoring site,,
SWIFTS,Swifts River Regulator,River Regulator settings - Murray River - Barmah forest - NSW National Parks,,2.0
SWNRC3K,River Murray 3km downstream Swan Reach Ferry,River Murray 3km downstream Swan Reach Ferry,A4261164,5.0
SWNRCH,RIVER MURRAY - SWAN REACH,,426520,5.0
SYDMET,Sydney Regional Office,,66062,2.0
SYRSTP,Seymour STP,,,4.0
SYSTINF,Inflows to the River Murray System,Excludes Darling and Snowy Scheme,,2.0
SYSTNET,System Inflows excluding IVT and Env. Deliveries,Inflows excluding Snowy and Menindee and excluding IVT and managed E flow componenets of other tribs,,
TABESTP,Tailem Bend STP,,,5.0
TAGGERT,ACHERON RIVER - TAGGERTY,,,4.0
TAILEMB,River Murray - Tailem Bend,Sample at no. 1 Pump Station,4260551,5.0
TAILMET,Tailem Bend Post Office Met Station,,24536,5.0
TAILWTP,Tailem Bend Water Treatment Plant,,,
TAIWMET,Tailem Bend (Woodlands) - Met Station,,24510,5.0
TALBING,Talbingo Reservoir,,,2.0
TALBRAG,Talbragar River @ Elong Elong,Talbragar River @ Elong Elong,421042,2.0
TALBSTP,Talbingo STP,,,2.0
TALGLOC,Local inflow - Dartmouth and Tallangatta,,,
TALLAND,MITTA MITTA RIVER - TALLANDOON,SAMPLE AT GAUGING STATION,401204A,4.0
TALLANG,Mitta Mitta River - Tallangatta,,401200,4.0
TALLARO,SUNDAY CREEK - TALLAROOK,,,4.0
TALLCOL,Colemans routed to Tallandoon,Colemans flows routed to Tallandoon by Bigmod,,4.0
TALLGCK,TALLANGATTA CREEK - TALLANGATTA,,401205,4.0
TALLLOC,Local Inflow Dartmouth toTallandoon,Local Inflow Dartmouth to Tallandoon Including Snowy Creek,,4.0
TALLMET,Tallangatta Met Station,ALSO Meteorological NUMBER 82047,82045,4.0
TALMALM,Murray R @ Talmalmo,Thermal Analysis Site,,2.0
TALPILE,TALPILE,Lake Talpile in the Poon Boon system,,2.0
TALSTP,Tallangatta STP,,,4.0
TALYBH,TALYAWALKA CREEK AT BARRIER HIGHWAY,TALYAWALKA CREEK AT BARRIER HIGHWAY,425018,4.0
TALYRLB,Talyawalka Creek at Rail Bridge,Bypass Flow around Menindee Lakes,,
TAMFIE,Thales Australia Munitions Factory,,,2.0
TAMSTP,Tamworth STP - Westdale & Swan St Plants,,,2.0
TAN2EUC,Tantangara Res to Lake Eucumbene,Diversion from Tantangara Reservoir to Lake Eucumbene.,,4.0
TANCAW,TANDOU DIVERSIONS FROM CAWNDILLA OUTLET,NOTE: TANDOU DIVERSIONS FROM DARLING STORED UNDER TANDIV,,
TANDIV,DIVERSION FROM DARLING TO TANDOU LAKES,USES PUMPS ESTABLISHED ON DARLING,,
TANDOU,Tandou Diversions,,,2.0
TANDSUM,Tandou summer crop areas,,,2.0
TANDU08,Lake Tandure Sample Site 8,See WRC Menindee Lakes Storages map - One off Project.,42510008,2.0
,,Same Site as TANDURE,,
TANDURE,Lake Tandure,,42510008,2.0
TANDWNT,Tandou winter crop area,,,2.0
TANKANG,Tandou Lake Kangaroo,,,2.0
TANOVER,Tandou from overbank flows,Tandou when water is flowing overbank from Darling,,
TANPACK,Tandou Packers Lake,,,2.0
TANREDB,Tandou Diversions from Redbank Creek,Tancaw + Tanover,,2.0
TANTANG,Tantangara Reservoir on Murrumbidgee,Snowy Hydro Limited,,2.0
TAPIO,DARLING River AT TAPIO,,42510050,
9GSTARA,Barwon River @ Tara (u/s Namoi Junction),Barwon River @ Tara (u/s Namoi Junction),422025,2.0
TARA,Barwon River @ Tara (u/s Namoi Junction),Barwon River @ Tara (u/s Namoi Junction),422025,2.0
TARADWN,Great Darling River at Tara Downs,,425054,2.0
TARASTP,Tara STP,,,1.0
TARCOOL,RIVER MURRAY - TARCOOLA,,,
TAREEL,Mehi River d/s Tareelaroi Regulator,Mehi River d/s Tareelaroi Regulator,418044,2.0
TAREELA,Tareelaroi Weir - Gwydir River,,,2.0
TATMET,Tatura Met Station,Tatura Meteorological Station - Sustainable Agriculture Research Site,81049,4.0
TAUWDS,LAKE ALEXANDRINA D/S TAUWITCHERIE BARRAG,For further data see site TAUWIT - the same AWRC number,A4261048,5.0
