planning_unit_name,LTWPShortName,env_obj,Objective,Target,state,SWSDLName
Central Gingham,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Central Gingham,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Central Gingham,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Central Lower Gwydir,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Central Lower Gwydir,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Central Lower Gwydir,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Central Mehi,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Central Mehi,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Goonal Creek,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Goonal Creek,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Goonal Creek,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Lower Gingham,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Lower Gingham,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Lower Gingham,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Lower Mehi,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Lower Mehi,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Lower Mehi,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Main Gwydir River,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Main Gwydir River,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Main Gwydir River,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Tarren Creek,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Tarren Creek,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Tarren Creek,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Upper Gingham,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Upper Gingham,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Upper Gingham,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Western Gwydir Floodplain,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Western Gwydir Floodplain,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Western Gwydir Floodplain,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Ballin Boora,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Carole Creek,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Carole Creek,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Carole Creek,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Gil Gil Creek,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Gil Gil Creek,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Gil Gil Creek,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Gwydir downstream of Copeton,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Gwydir downstream of Copeton,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Gwydir downstream of Copeton,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Lower Gwydir,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Lower Gwydir,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Lower Gwydir,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Mallowa Creek,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Mallowa Creek,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Mallowa Creek,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Moomin Creek,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Moomin Creek,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Upper Mehi,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Upper Mehi,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Upper Mehi,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Western Gingham Floodplain,Gwydir,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Gwydir
Western Gingham Floodplain,Gwydir,NV4d,Maintain or increase the extent and maintain the viability of non-woody vegetation communities occurring in wetlands and on floodplains,Native Vegetation,NSW,Gwydir
Western Gingham Floodplain,Gwydir,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Gwydir
Baroona to Warren Weir,Macquarie-Castlereagh,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Macquarie-Castlereagh
Baroona to Warren Weir,Macquarie-Castlereagh,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Macquarie-Castlereagh
Warren Weir to Macquarie Marshes,Macquarie-Castlereagh,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Macquarie-Castlereagh
Warren Weir to Macquarie Marshes,Macquarie-Castlereagh,NV3,Maintain the extent & improve the condition of river red gum communities closely fringing river channels,Native Vegetation,NSW,Macquarie-Castlereagh
Lower Macquarie River,Macquarie-Castlereagh,NV1,Maintain the extent & viability of non-woody vegetation communities occurring within or closely fringing river channels,Native Vegetation,NSW,Macquarie-Castlereagh
