site name,gauge number,owner,lat,lon
Bowen_R Myuna,120205A,"QLD - Department of Natural Resources, Mines and Energy",-20.5820888,147.5981027
Bowen_R Pump Station,120299A,"QLD - Department of Natural Resources, Mines and Energy",-20.74194444,147.9480556
Bowen_R Red Hill Ck,120219A,"QLD - Department of Natural Resources, Mines and Energy",-20.52722222,147.5486111
Bowenville Reserve,422361A,"QLD - Department of Natural Resources, Mines and Energy",-27.3267,151.4547
Boyagarra Rd,615063,WA - Department of Water and Environmental Regulation,-32.28362826,117.1838352
Boyanup Bridge,611004,WA - Department of Water and Environmental Regulation,-33.47901907,115.734011
Boyne R_Nagoorin,133006A,"QLD - Department of Natural Resources, Mines and Energy",-24.35722,151.31162
Boyne at Derra,136318A,QLD - SunWater,-25.673217,151.243608
Boyne at Glenrae Nth,136320A,QLD - SunWater,-25.664978,151.316083
Boyne_R Annondale,133001A,"QLD - Department of Natural Resources, Mines and Energy",-24.05638689,151.3172186
Boyne_R Carters,136315A,"QLD - Department of Natural Resources, Mines and Energy",-26.2553681,151.3083183
Boyne_R Cooranga,136319A,"QLD - Department of Natural Resources, Mines and Energy",-25.78592226,151.3328367
Boyne_R Derra,136318A,"QLD - Department of Natural Resources, Mines and Energy",-25.67288167,151.2439984
Boyne_R Dunollie,136303A,"QLD - Department of Natural Resources, Mines and Energy",-25.84657019,151.3646008
Boyne_R Jingheri,136307A,"QLD - Department of Natural Resources, Mines and Energy",-26.10649662,151.4399909
Boyne_R Milton,133004A,"QLD - Department of Natural Resources, Mines and Energy",-24.28244,151.28552
Boyne_R Riverbend,133001B,"QLD - Department of Natural Resources, Mines and Energy",-24.06000156,151.3158341
Boyne_R Taragoola,133002A,"QLD - Department of Natural Resources, Mines and Energy",-24.10194681,151.2708344
Boyup Brook,609043,WA - Department of Water and Environmental Regulation,-33.84066954,116.3989306
Bracker at Terraine,416404C,QLD - SunWater,-28.48324,151.276154
Bracker_Ck Terrai,416404B,"QLD - Department of Natural Resources, Mines and Energy",-28.48777894,151.2811093
Bracker_Ck Terrai,416404C,"QLD - Department of Natural Resources, Mines and Energy",-28.48694619,151.2780584
Bracks Hole,340013,ACT - Icon Water Limited,-35.318925,148.914477
Bradley C/Athelstone,A5040568,"SA - Department of Environment, Water and Natural Resources",-34.8583,138.7173
Bradley L/Athelstone,A5040569,"SA - Department of Environment, Water and Natural Resources",-34.8583,138.7173
Brand Highway,616100,WA - Department of Water and Environmental Regulation,-31.57931309,115.9886754
Bremer near Hartley,A4260533,"SA - Department of Environment, Water and Natural Resources",-35.2087,139.0063
Bremer/Ballandown Rd,A4261072,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-35.3671,139.0509
Bremer/Bletchley Rd,A4261070,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-35.2498,138.9961
Bremer/Wandstead Rd,A4261173,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-35.23275741,138.9901785
Bremer/Woodstock Rd,A4261071,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-35.3446,139.0471
Bremer_R  Rosevale,143104A,"QLD - Department of Natural Resources, Mines and Energy",-27.86,152.4855556
Bremer_R Adams Bdg,143110A,"QLD - Department of Natural Resources, Mines and Energy",-27.827731,152.511655
Bremer_R Rosevale,143104B,"QLD - Department of Natural Resources, Mines and Energy",-27.86638889,152.4855556
Bremer_R Walloon,143107A,"QLD - Department of Natural Resources, Mines and Energy",-27.601912,152.693968
Brennans Ford,609002,WA - Department of Water and Environmental Regulation,-34.27608684,115.3021622
Briarie_Ck Wooler01a,422211A,"QLD - Department of Natural Resources, Mines and Energy",-28.90811667,147.6888667
Bridge C US Railway,G8170006,NT - Department of Environment and Natural Resources,-13.42396922,131.3139952
Bridgedams,6091772,WA - Department of Water and Environmental Regulation,-34.00770901,115.1873361
Bridgelands,609077,WA - Department of Water and Environmental Regulation,-34.01957751,115.1886864
Bridgetown,609040,WA - Department of Water and Environmental Regulation,-33.96736958,116.1337504
Brigalow,422336A,"QLD - Department of Natural Resources, Mines and Energy",-26.90428333,150.783
Brightview Weir,143206A,"QLD - Department of Natural Resources, Mines and Energy",-27.49888889,152.5002778
Brilka Creek,A4260602,"SA - Department of Environment, Water and Natural Resources",-34.05394306,141.2571463
Bris. Port Office,BNA855,QLD - Brisbane City Council,-27.4717047,153.0308408
Bris_R Wivenhoe T/W,143035A,"QLD - Department of Natural Resources, Mines and Energy",-27.40111111,152.6066667
Brisbane Fulham Vale,143002B,"QLD - Department of Natural Resources, Mines and Energy",-27.07194444,152.4422222
Brisbane Plainlands,143002A,"QLD - Department of Natural Resources, Mines and Energy",-27.06972222,152.4427778
Brisbane_R Gregors C,143009A,"QLD - Department of Natural Resources, Mines and Energy",-26.98946,152.405221
Brisbane_R Linville,143007A,"QLD - Department of Natural Resources, Mines and Energy",-26.8042,152.273
Brisbane_R Lowood,143001A,"QLD - Department of Natural Resources, Mines and Energy",-27.47111111,152.5922222
Brisbane_R Middle Ck,143008A,"QLD - Department of Natural Resources, Mines and Energy",-27.26694444,152.5444444
Brisbane_R Mt Crosby,143003A,"QLD - Department of Natural Resources, Mines and Energy",-27.538,152.7981944
Brisbane_R Savages,143001C,"QLD - Department of Natural Resources, Mines and Energy",-27.439727,152.668941
Brisbane_R Vernor,143001B,"QLD - Department of Natural Resources, Mines and Energy",-27.4675,152.5991667
Brisbane_R Watts Br,143005A,"QLD - Department of Natural Resources, Mines and Energy",-27.09055556,152.4683333
Brisbane_R Wivenhoe,143026A,"QLD - Department of Natural Resources, Mines and Energy",-27.39638889,152.6022222
Bristol Road,613016,WA - Department of Water and Environmental Regulation,-32.90851261,115.8195447
Broadwater_Ck,416317A,"QLD - Department of Natural Resources, Mines and Energy",-28.59855556,151.8886111
Brockmans Bridge,607008,WA - Department of Water and Environmental Regulation,-34.50804148,115.9894859
Broken Ck @ School r,404249,"VIC - Department of Environment, Land, Water and Planning",-36.144152,145.796879
Broken_R Crediton,120204B,"QLD - Department of Natural Resources, Mines and Energy",-21.16833333,148.5061111
Broken_R Crediton,120204A,"QLD - Department of Natural Resources, Mines and Energy",-21.16888889,148.505
Broken_R Dam T/W,120215A,"QLD - Department of Natural Resources, Mines and Energy",-21.1311,148.3885
Broken_R Eungella,120208A,"QLD - Department of Natural Resources, Mines and Energy",-21.14111111,148.3905556
Broken_R Racecourse,120216A,"QLD - Department of Natural Resources, Mines and Energy",-21.19426,148.44784
Broken_R Sugarloaf,120214A,"QLD - Department of Natural Resources, Mines and Energy",-20.8332,148.1381
Broken_R Urannah,120207A,"QLD - Department of Natural Resources, Mines and Energy",-20.91759,148.32469
Brookdale Siding,614003,WA - Department of Water and Environmental Regulation,-32.70273908,115.9708623
Brooklands,6100237,WA - Department of Water and Environmental Regulation,-33.79391076,115.0248722
Brooklands,609017,WA - Department of Water and Environmental Regulation,-33.79755883,115.9536219
Brookton Highway,615222,WA - Department of Water and Environmental Regulation,-32.39742736,116.8313522
Brosnans Barn,422341A,"QLD - Department of Natural Resources, Mines and Energy",-28.332235,152.314226
Broughton R/Mooroola,A5070503,"SA - Department of Environment, Water and Natural Resources",-33.5331,138.5181
Brouns Farm (AV22),615014,WA - Department of Water and Environmental Regulation,-32.05761778,116.8211732
Brown Hill/Airport,A5040575,"SA - Department of Environment, Water and Natural Resources",-34.9505,138.5429
Brown R_Lake Brown,130502B,"QLD - Department of Natural Resources, Mines and Energy",-24.84193056,148.6936893
Brown R_Warrinilla,130502A,"QLD - Department of Natural Resources, Mines and Energy",-24.919995,148.6527798
BrownHill/Eagle Qury,A5040587,"SA - Department of Environment, Water and Natural Resources",-34.9774,138.6724
Bruce Hwy,111103B,"QLD - Department of Natural Resources, Mines and Energy",-17.31027778,145.9244444
Brumby Cct,WSA854,QLD - Brisbane City Council,-27.56579417,152.9304392
Brush_Ck Beebo,416305A,"QLD - Department of Natural Resources, Mines and Energy",-28.71277678,150.9666653
Brush_Ck Beebo,416305B,"QLD - Department of Natural Resources, Mines and Energy",-28.68994167,150.9830806
Buangor Storage,BUANGOR_STORAGE,VIC - Grampians Wimmera Mallee Water Corporation (GWMWater),-37.321271,143.204945
Buaraba Ck at Weir,143211A,"QLD - Department of Natural Resources, Mines and Energy",-27.41222222,152.4175
Buaraba_Ck Diversion,143224A,"QLD - Department of Natural Resources, Mines and Energy",-27.41555556,152.4275
Buaraba_Ck Vineyard,143217A,"QLD - Department of Natural Resources, Mines and Energy",-27.41472222,152.4533333
Bucca Weir,135008A,QLD - SunWater,-24.8594,152.0716
Buckinbah Weir,4222008A,QLD - SunWater,-28.073286,148.754591
Buckingham Mill,612038,WA - Department of Water and Environmental Regulation,-33.39235448,116.3205238
Buffalo Rd,6120023,WA - Department of Water and Environmental Regulation,-33.19794013,115.6988831
Bulgeraga Ck @ Pilli,421190,NSW - NSW Department of Industry – Lands and Water,-30.82952509,147.5316591
Bulimba_C Mansfield,143094A,"QLD - Department of Natural Resources, Mines and Energy",-27.53027778,153.1058333
Bull Crossing,602001,WA - Department of Water and Environmental Regulation,-34.33558405,118.664133
Buller,701006,WA - Department of Water and Environmental Regulation,-28.64307396,114.6196433
Bullilup,607007,WA - Department of Water and Environmental Regulation,-34.25026748,116.6789511
Bullock_Ck,119004A,"QLD - Department of Natural Resources, Mines and Energy",-19.70444444,146.9180556
Bulloo_R Autumnvale,011202A,"QLD - Department of Natural Resources, Mines and Energy",-27.76645,143.9380667
Bulloo_R Quilpie,011203A,"QLD - Department of Natural Resources, Mines and Energy",-26.61179722,144.2812028
Bulls Transport,G8140408,NT - Department of Environment and Natural Resources,-14.48676923,132.2596363
Bundamba_Ck Mary St,143114A,"QLD - Department of Natural Resources, Mines and Energy",-27.60388889,152.8016667
Bungil_Ck Tabers,422210A,"QLD - Department of Natural Resources, Mines and Energy",-26.40743889,148.7788111
Burdekin Ag Coll B8,119104A,"QLD - Department of Natural Resources, Mines and Energy",-19.76501372,147.1545723
Burdekin Falls Dam,120016A,QLD - SunWater,-20.646852,147.13696
Burdekin Sellheim A,120002A,"QLD - Department of Natural Resources, Mines and Energy",-20.00678,146.43417
Burdekin Sellheim B,120002B,"QLD - Department of Natural Resources, Mines and Energy",-20.01067,146.43555
Burdekin Sellheim C,120002C,"QLD - Department of Natural Resources, Mines and Energy",-20.006269,146.439048
Burdekin at Dalbeg,120008B,QLD - SunWater,-20.308933,147.295865
Burdekin_R 64.4 Km,120010B,"QLD - Department of Natural Resources, Mines and Energy",-19.97178,147.25193
Burdekin_R 64.4 Km,120010A,"QLD - Department of Natural Resources, Mines and Energy",-19.97178,147.25193
Burdekin_R Blue Ra,120107B,"QLD - Department of Natural Resources, Mines and Energy",-19.16472,145.42184
Burdekin_R Blue Ra A,120107A,"QLD - Department of Natural Resources, Mines and Energy",-19.16679,145.42056
Burdekin_R Clare A,120006A,"QLD - Department of Natural Resources, Mines and Energy",-19.79539,147.23416
Burdekin_R Clare B,120006B,"QLD - Department of Natural Resources, Mines and Energy",-19.75856,147.24362
Burdekin_R Dalbeg A,120008A,"QLD - Department of Natural Resources, Mines and Energy",-20.29011,147.30471
Burdekin_R Dalbeg B,120008B,"QLD - Department of Natural Resources, Mines and Energy",-20.29739,147.30185
Burdekin_R Diversion,120007A,"QLD - Department of Natural Resources, Mines and Energy",-20.47233,147.28832
Burdekin_R Falls D/S,120004A,"QLD - Department of Natural Resources, Mines and Energy",-20.64097,147.14126
Burdekin_R Falls U/S,120090A,"QLD - Department of Natural Resources, Mines and Energy",-20.64177,147.13944
Burdekin_R Greenvale,120104A,"QLD - Department of Natural Resources, Mines and Energy",-18.97374,145.12612
Burdekin_R Home Hill,120001A,"QLD - Department of Natural Resources, Mines and Energy",-19.64206,147.39694
Burdekin_R HydroSite,120015A,"QLD - Department of Natural Resources, Mines and Energy",-20.626996,147.16528
Burdekin_R Millaroo,120009A,"QLD - Department of Natural Resources, Mines and Energy",-20.11345,147.27277
Burke_R at Boulia,001202A,"QLD - Department of Natural Resources, Mines and Energy",-22.91019444,139.9159722
Burma Rd,607038,WA - Department of Water and Environmental Regulation,-34.45138903,116.0619433
Burnett R_Mundubbera,136009A,"QLD - Department of Natural Resources, Mines and Energy",-25.59576571,151.3003297
Burnett at Marriages,136013A,QLD - SunWater,-25.560027,151.18395
Burnett u/s Maroon,145018A,"QLD - Department of Natural Resources, Mines and Energy",-28.219647,152.608453
Burnett_Ck Damsite,145009A,"QLD - Department of Natural Resources, Mines and Energy",-28.18305556,152.6555556
Burnett_R Bingera,136005A,"QLD - Department of Natural Resources, Mines and Energy",-24.93789164,152.191847
Burnett_R Ceratodus,136103B,"QLD - Department of Natural Resources, Mines and Energy",-25.28245178,151.1468425
Burnett_R Ceratodus,136103A,"QLD - Department of Natural Resources, Mines and Energy",-25.28327941,151.1408724
Burnett_R Cynthia,136117A,"QLD - Department of Natural Resources, Mines and Energy",-25.19641506,151.1977593
Burnett_R Eidsvold,136106A,"QLD - Department of Natural Resources, Mines and Energy",-25.40225205,151.1032719
Burnett_R Figtree,136007A,"QLD - Department of Natural Resources, Mines and Energy",-25.28507017,151.9894613
Burnett_R Gayndah,136003B,"QLD - Department of Natural Resources, Mines and Energy",-25.61508664,151.5888275
Burnett_R Gayndah,136003A,"QLD - Department of Natural Resources, Mines and Energy",-25.6252553,151.6136054
Burnett_R Lithgow,136092A,"QLD - Department of Natural Resources, Mines and Energy",-25.56425709,151.6561152
Burnett_R Marriages,136013A,"QLD - Department of Natural Resources, Mines and Energy",-25.56006741,151.1843904
Burnett_R Mingo Xing,136012A,"QLD - Department of Natural Resources, Mines and Energy",-25.39652394,151.7832276
Burnett_R Mt Lawless,136002D,"QLD - Department of Natural Resources, Mines and Energy",-25.54471212,151.6549444
Burnett_R Mt.Lawless,136002C,"QLD - Department of Natural Resources, Mines and Energy",-25.5367426,151.6562474
Burnett_R Mt.Lawless,136002B,"QLD - Department of Natural Resources, Mines and Energy",-25.54471212,151.6549444
Burnett_R Yarrol,136112A,"QLD - Department of Natural Resources, Mines and Energy",-24.99231316,151.3473608
Burnett_R Yenda,136002A,"QLD - Department of Natural Resources, Mines and Energy",-25.51864485,151.6736531
Burnett_R at Walla,136001A,"QLD - Department of Natural Resources, Mines and Energy",-25.13436597,151.9822427
